id	id_student	id_edu_subject	chemestry	score	result
1	1	1	1	64	Удовлетворительно
2	1	2	1	61	Удовлетворительно
3	1	3	1	70	Зачтено
4	1	4	1	61	Удовлетворительно
5	1	5	1	61	Удовлетворительно
6	1	6	1	76	Зачтено
7	1	7	1	62	Зачтено
8	1	8	1	76	Хорошо
9	1	9	2	80	Хорошо
10	1	10	2	100	Зачтено
11	1	11	2	62	Зачтено
12	1	12	2	62	Удовлетворительно
13	1	13	2	68	Удовлетворительно
14	1	14	2	80	Зачтено
15	1	15	2	76	Зачтено
16	1	6	2	76	Зачтено
17	1	16	2	91	Отлично
18	1	17	2	91	Зачтено
19	1	18	2	61	Удовлетворительно
20	1	19	2	61	Удовлетворительно
21	1	20	3	63	Зачтено
22	1	21	3	70	Удовлетворительно
23	1	22	3	84	Зачтено
24	1	6	3	91	Зачтено
25	1	23	3	68	Зачтено
26	1	24	3	66	Удовлетворительно
27	1	25	3	76	Хорошо
28	1	26	3	77	Хорошо
29	1	27	3	65	Удовлетворительно
30	1	28	4	80	Зачтено
31	1	29	4	62	Удовлетворительно
32	1	30	4	93	Зачтено
33	1	31	4	63	Зачтено
34	1	32	4	70	Зачтено
35	1	33	4	80	Хорошо
36	1	34	4	65	Удовлетворительно
37	1	6	4	91	Зачтено
38	1	35	4	80	Хорошо
39	1	36	4	61	Удовлетворительно
40	1	16	4	91	Отлично
41	1	37	4	73	Зачтено
42	1	38	5	91	Отлично
43	1	39	5	84	Хорошо
44	1	40	5	83	Зачтено
45	1	41	5	64	Зачтено
46	1	6	5	90	Зачтено
47	1	42	5	91	Зачтено
48	1	43	5	92	Отлично
49	1	44	5	76	Зачтено
50	1	45	5	66	Удовлетворительно
51	1	46	6	31	Не атеестован
52	1	47	6	10	Не атеестован
53	1	48	6	35	Не атеестован
54	1	49	6	25	Не атеестован
55	1	50	6	21	Не атеестован
56	1	51	6	30	Не атеестован
57	1	6	6	0	Не атеестован
58	1	52	6	14	Не атеестован
59	1	53	6	15	Не атеестован
60	2	54	1	94	Отлично
61	2	55	1	100	Отлично
62	2	3	1	76	Зачтено
63	2	56	1	76	Хорошо
64	2	4	1	96	Отлично
65	2	6	1	70	Зачтено
66	2	17	1	67	Зачтено
67	2	57	1	78	Хорошо
68	2	58	2	99	Отлично
69	2	1	2	92	Отлично
70	2	59	2	80	Хорошо
71	2	60	2	78	Хорошо
72	2	11	2	61	Зачтено
73	2	61	2	76	Хорошо
74	2	6	2	76	Зачтено
75	2	62	2	91	Отлично
76	2	63	2	91	Отлично
77	2	16	2	91	Отлично
78	2	21	3	76	Хорошо
79	2	64	3	67	Удовлетворительно
80	2	65	3	100	Отлично
81	2	66	3	86	Зачтено
82	2	67	3	95	Отлично
83	2	6	3	91	Зачтено
84	2	68	3	96	Отлично
85	2	69	3	76	Хорошо
86	2	70	4	62	Удовлетворительно
87	2	71	4	61	Зачтено
88	2	72	4	82	Хорошо
89	2	73	4	83	Хорошо
90	2	74	4	69	Удовлетворительно
91	2	6	4	76	Зачтено
92	2	75	4	80	Хорошо
93	2	76	4	76	Хорошо
94	2	16	4	95	Отлично
95	2	77	4	95	Отлично
96	2	78	5	88	Зачтено
97	2	79	5	91	Отлично
98	2	80	5	82	Хорошо
99	2	81	5	72	Зачтено
100	2	82	5	76	Хорошо
101	2	83	5	61	Удовлетворительно
102	2	6	5	76	Зачтено
103	2	84	5	83	Хорошо
104	2	85	6	5	Не атеестован
105	2	86	6	40	Не атеестован
106	2	87	6	33	Не атеестован
107	2	6	6	5	Не атеестован
108	2	88	6	5	Не атеестован
109	2	89	6	15	Не атеестован
110	2	90	6	14	Не атеестован
111	3	91	1	91	Отлично
112	3	3	1	83	Зачтено
113	3	92	1	98	Отлично
114	3	14	1	80	Зачтено
115	3	93	1	91	Отлично
116	3	6	1	95	Зачтено
117	3	7	1	77	Зачтено
118	3	23	1	98	Зачтено
119	3	8	1	94	Отлично
120	3	1	2	98	Отлично
121	3	94	2	92	Отлично
122	3	11	2	77	Зачтено
123	3	12	2	100	Отлично
124	3	4	2	96	Отлично
125	3	95	2	61	Зачтено
126	3	5	2	100	Зачтено
127	3	6	2	70	Зачтено
128	3	96	2	90	Зачтено
129	3	16	2	98	Отлично
130	3	17	2	97	Зачтено
131	3	97	2	70	Зачтено
132	3	19	2	91	Отлично
133	3	98	3	95	Зачтено
134	3	99	3	100	Зачтено
135	3	21	3	97	Отлично
136	3	6	3	95	Зачтено
137	3	24	3	91	Отлично
138	3	68	3	91	Отлично
139	3	100	3	95	Отлично
140	3	101	3	95	Отлично
141	3	102	4	91	Отлично
142	3	103	4	93	Отлично
143	3	104	4	98	Зачтено
144	3	105	4	97	Отлично
145	3	106	4	67	Зачтено
146	3	107	4	92	Отлично
147	3	6	4	85	Зачтено
148	3	108	4	92	Отлично
149	3	16	4	100	Отлично
150	3	18	4	95	Отлично
151	3	109	5	95	Зачтено
152	3	110	5	71	Зачтено
153	3	111	5	94	Отлично
154	3	112	5	98	Зачтено
155	3	113	5	76	Зачтено
156	3	6	5	85	Зачтено
157	3	114	5	64	Зачтено
158	3	45	5	93	Отлично
159	3	77	5	96	Отлично
160	3	115	6	20	Не атеестован
161	3	39	6	40	Не атеестован
162	3	116	6	32	Не атеестован
163	3	117	6	31	Не атеестован
164	3	118	6	4	Не атеестован
165	3	6	6	20	Не атеестован
166	3	119	6	40	Не атеестован
167	3	120	6	40	Не атеестован
168	4	2	1	76	Хорошо
169	4	3	1	83	Зачтено
170	4	4	1	78	Хорошо
171	4	93	1	76	Зачтено
172	4	5	1	70	Зачтено
173	4	6	1	95	Зачтено
174	4	121	1	76	Хорошо
175	4	11	2	62	Зачтено
176	4	12	2	79	Хорошо
177	4	6	2	82	Зачтено
178	4	122	2	95	Отлично
179	4	7	2	0	Не атеестован
180	4	23	2	70	Зачтено
181	4	36	2	76	Хорошо
182	4	123	2	79	Зачтено
183	4	124	2	76	Хорошо
184	4	16	2	91	Отлично
185	4	17	2	93	Зачтено
186	4	77	2	76	Хорошо
187	4	125	2	81	Хорошо
188	4	126	3	77	Хорошо
189	4	21	3	77	Хорошо
190	4	127	3	76	Хорошо
191	4	128	3	83	Хорошо
192	4	14	3	78	Зачтено
193	4	104	3	92	Отлично
194	4	129	3	81	Зачтено
195	4	6	3	78	Зачтено
196	4	24	3	76	Хорошо
197	4	130	3	63	Зачтено
198	4	131	4	78	Хорошо
199	4	132	4	92	Зачтено
200	4	116	4	61	Зачтено
201	4	133	4	95	Отлично
202	4	134	4	62	Зачтено
203	4	135	4	91	Отлично
204	4	136	4	100	Зачтено
205	4	137	4	91	Зачтено
206	4	6	4	91	Зачтено
207	4	138	4	93	Отлично
208	4	139	4	91	Зачтено
209	4	140	4	90	Зачтено
210	4	16	4	91	Отлично
211	4	1	5	77	Хорошо
212	4	141	5	61	Зачтено
213	4	142	5	76	Хорошо
214	4	143	5	81	Зачтено
215	4	144	5	79	Хорошо
216	4	6	5	81	Зачтено
217	4	145	5	80	Хорошо
218	4	146	5	85	Зачтено
219	4	27	5	80	Хорошо
220	4	147	6	10	Не атеестован
221	4	148	6	40	Не атеестован
222	4	6	6	0	Не атеестован
223	5	1	1	82	Хорошо
224	5	2	1	61	Удовлетворительно
225	5	3	1	87	Зачтено
226	5	4	1	84	Хорошо
227	5	5	1	91	Отлично
228	5	6	1	100	Зачтено
229	5	7	1	81	Зачтено
230	5	8	1	83	Хорошо
231	5	9	2	84	Хорошо
232	5	10	2	61	Зачтено
233	5	11	2	61	Зачтено
234	5	12	2	65	Удовлетворительно
235	5	13	2	91	Отлично
236	5	14	2	76	Зачтено
237	5	15	2	80	Зачтено
238	5	6	2	95	Зачтено
239	5	16	2	91	Отлично
240	5	17	2	61	Зачтено
241	5	18	2	92	Отлично
242	5	19	2	77	Хорошо
243	5	20	3	70	Зачтено
244	5	21	3	61	Удовлетворительно
245	5	22	3	78	Зачтено
246	5	6	3	61	Зачтено
247	5	23	3	76	Зачтено
248	5	24	3	66	Удовлетворительно
249	5	25	3	61	Удовлетворительно
250	5	26	3	76	Хорошо
251	5	27	3	70	Удовлетворительно
252	5	28	4	80	Зачтено
253	5	29	4	91	Отлично
254	5	30	4	84	Зачтено
255	5	31	4	61	Зачтено
256	5	32	4	70	Зачтено
257	5	33	4	67	Удовлетворительно
258	5	34	4	65	Удовлетворительно
259	5	6	4	76	Зачтено
260	5	35	4	76	Хорошо
261	5	36	4	66	Удовлетворительно
262	5	16	4	91	Отлично
263	5	37	4	61	Зачтено
264	5	38	5	92	Отлично
265	5	39	5	61	Удовлетворительно
266	5	40	5	61	Зачтено
267	5	41	5	61	Зачтено
268	5	6	5	95	Зачтено
269	5	42	5	76	Зачтено
270	5	43	5	61	Удовлетворительно
271	5	44	5	74	Зачтено
272	5	45	5	63	Удовлетворительно
273	5	46	6	31	Не атеестован
274	5	47	6	39	Не атеестован
275	5	48	6	31	Не атеестован
276	5	49	6	21	Не атеестован
277	5	50	6	6	Не атеестован
278	5	51	6	17	Не атеестован
279	5	6	6	10	Не атеестован
280	5	52	6	10	Не атеестован
281	5	53	6	6	Не атеестован
282	6	1	1	91	Отлично
283	6	2	1	91	Отлично
284	6	3	1	87	Зачтено
285	6	4	1	100	Отлично
286	6	5	1	87	Зачтено
287	6	6	1	96	Зачтено
288	6	7	1	100	Зачтено
289	6	8	1	93	Отлично
290	6	10	2	91	Зачтено
291	6	149	2	92	Отлично
292	6	11	2	72	Зачтено
293	6	12	2	92	Отлично
294	6	150	2	97	Отлично
295	6	14	2	99	Зачтено
296	6	151	2	91	Отлично
297	6	6	2	86	Зачтено
298	6	16	2	100	Отлично
299	6	17	2	91	Зачтено
300	6	18	2	94	Отлично
301	6	19	2	95	Отлично
302	6	20	3	91	Зачтено
303	6	21	3	78	Хорошо
304	6	152	3	100	Отлично
305	6	6	3	96	Зачтено
306	6	24	3	93	Отлично
307	6	25	3	94	Отлично
308	6	26	3	95	Отлично
309	6	153	3	91	Отлично
310	6	28	4	100	Зачтено
311	6	29	4	94	Отлично
312	6	154	4	100	Зачтено
313	6	30	4	100	Зачтено
314	6	155	4	93	Отлично
315	6	32	4	82	Зачтено
316	6	34	4	96	Отлично
317	6	6	4	81	Зачтено
318	6	156	4	100	Отлично
319	6	23	4	94	Зачтено
320	6	157	4	91	Зачтено
321	6	16	4	91	Отлично
322	6	77	4	100	Отлично
323	6	39	5	97	Отлично
324	6	40	5	98	Зачтено
325	6	158	5	93	Отлично
326	6	159	5	100	Зачтено
327	6	160	5	100	Отлично
328	6	6	5	61	Зачтено
329	6	44	5	97	Зачтено
330	6	161	5	98	Зачтено
331	6	45	5	98	Отлично
332	6	162	6	40	Не атеестован
333	6	163	6	40	Не атеестован
334	6	31	6	38	Не атеестован
335	6	164	6	40	Не атеестован
336	6	6	6	40	Не атеестован
337	6	165	6	40	Не атеестован
338	6	166	6	25	Не атеестован
339	6	167	6	40	Не атеестован
340	7	3	1	76	Зачтено
341	7	168	1	76	Хорошо
342	7	169	1	91	Отлично
343	7	170	1	93	Зачтено
344	7	6	1	93	Зачтено
345	7	23	1	88	Зачтено
346	7	171	1	76	Хорошо
347	7	172	1	92	Отлично
348	7	77	1	91	Отлично
349	7	1	2	97	Отлично
350	7	11	2	76	Зачтено
351	7	12	2	70	Зачтено
352	7	168	2	91	Отлично
353	7	173	2	91	Отлично
354	7	6	2	80	Зачтено
355	7	174	2	91	Отлично
356	7	175	2	61	Зачтено
357	7	172	2	99	Отлично
358	7	16	2	91	Отлично
359	7	125	2	92	Отлично
360	7	176	3	86	Хорошо
361	7	177	3	78	Зачтено
362	7	178	3	76	Хорошо
363	7	179	3	91	Отлично
364	7	180	3	73	Зачтено
365	7	6	3	85	Зачтено
366	7	181	3	91	Отлично
367	7	26	3	61	Зачтено
368	7	182	3	80	Хорошо
369	7	28	4	85	Хорошо
370	7	176	4	75	Удовлетворительно
371	7	180	4	93	Отлично
372	7	183	4	71	Зачтено
373	7	184	4	67	Зачтено
374	7	6	4	85	Зачтено
375	7	185	4	76	Зачтено
376	7	7	4	65	Зачтено
377	7	26	4	67	Удовлетворительно
378	7	166	4	76	Хорошо
379	7	16	4	91	Отлично
380	7	17	4	87	Зачтено
381	7	186	4	61	Зачтено
382	7	187	5	67	Зачтено
383	7	188	5	82	Хорошо
384	7	189	5	76	Хорошо
385	7	190	5	76	Хорошо
386	7	191	5	72	Удовлетворительно
387	7	6	5	70	Зачтено
388	7	192	5	61	Удовлетворительно
389	7	193	5	76	Хорошо
390	7	194	5	85	Зачтено
391	7	187	6	16	Не атеестован
392	7	188	6	40	Не атеестован
393	7	14	6	31	Не атеестован
394	7	195	6	22	Не атеестован
395	7	196	6	31	Не атеестован
396	7	197	6	38	Не атеестован
397	7	6	6	15	Не атеестован
398	7	192	6	12	Не атеестован
399	7	198	6	36	Не атеестован
400	8	3	1	84	Зачтено
401	8	199	1	97	Отлично
402	8	200	1	97	Отлично
403	8	201	1	100	Отлично
404	8	5	1	75	Зачтено
405	8	6	1	91	Зачтено
406	8	202	1	100	Отлично
407	8	203	1	96	Отлично
408	8	23	1	75	Зачтено
409	8	204	1	91	Отлично
410	8	205	2	94	Отлично
411	8	11	2	62	Зачтено
412	8	12	2	95	Отлично
413	8	206	2	98	Отлично
414	8	207	2	100	Отлично
415	8	208	2	91	Зачтено
416	8	209	2	100	Отлично
417	8	210	2	76	Зачтено
418	8	6	2	95	Зачтено
419	8	211	2	95	Отлично
420	8	212	2	100	Отлично
421	8	16	2	95	Отлично
422	8	17	2	83	Зачтено
423	8	213	3	91	Отлично
424	8	214	3	96	Отлично
425	8	21	3	91	Отлично
426	8	215	3	70	Зачтено
427	8	216	3	85	Зачтено
428	8	6	3	91	Зачтено
429	8	217	3	99	Отлично
430	8	218	3	95	Отлично
431	8	219	3	98	Зачтено
432	8	220	4	100	Отлично
433	8	4	4	97	Отлично
434	8	221	4	95	Отлично
435	8	222	4	76	Зачтено
436	8	223	4	91	Отлично
437	8	224	4	100	Зачтено
438	8	6	4	91	Зачтено
439	8	225	4	94	Отлично
440	8	7	4	96	Зачтено
441	8	226	4	100	Отлично
442	8	16	4	100	Отлично
443	8	77	4	95	Отлично
444	8	227	5	96	Отлично
445	8	228	5	85	Хорошо
446	8	229	5	95	Отлично
447	8	230	5	96	Отлично
448	8	6	5	80	Зачтено
449	8	231	5	95	Отлично
450	8	44	5	93	Зачтено
451	8	232	5	91	Отлично
452	8	1	6	40	Не атеестован
453	8	233	6	10	Не атеестован
454	8	234	6	35	Не атеестован
455	8	235	6	16	Не атеестован
456	8	236	6	20	Не атеестован
457	8	6	6	35	Не атеестован
458	8	237	6	30	Не атеестован
459	8	125	6	15	Не атеестован
460	9	2	1	64	Удовлетворительно
461	9	3	1	82	Зачтено
462	9	12	1	78	Хорошо
463	9	4	1	76	Хорошо
464	9	238	1	66	Удовлетворительно
465	9	6	1	100	Зачтено
466	9	239	1	78	Хорошо
467	9	240	1	80	Зачтено
468	9	1	2	93	Отлично
469	9	2	2	80	Хорошо
470	9	11	2	92	Зачтено
471	9	14	2	91	Зачтено
472	9	241	2	61	Зачтено
473	9	242	2	85	Хорошо
474	9	6	2	80	Зачтено
475	9	7	2	77	Зачтено
476	9	23	2	87	Зачтено
477	9	243	2	93	Отлично
478	9	63	2	80	Хорошо
479	9	16	2	95	Отлично
480	9	17	2	87	Зачтено
481	9	77	2	91	Отлично
482	9	21	3	94	Отлично
483	9	244	3	90	Зачтено
484	9	245	3	97	Отлично
485	9	6	3	100	Зачтено
486	9	68	3	94	Отлично
487	9	246	3	100	Отлично
488	9	247	3	100	Зачтено
489	9	248	3	100	Зачтено
490	9	125	3	94	Отлично
491	9	249	4	95	Отлично
492	9	250	4	95	Отлично
493	9	251	4	100	Зачтено
494	9	5	4	80	Зачтено
495	9	252	4	95	Отлично
496	9	6	4	100	Зачтено
497	9	246	4	95	Отлично
498	9	253	4	95	Отлично
499	9	254	4	100	Отлично
500	9	63	4	95	Отлично
501	9	16	4	100	Отлично
502	9	255	5	100	Отлично
503	9	256	5	64	Зачтено
504	9	257	5	93	Отлично
505	9	6	5	81	Зачтено
506	9	258	5	95	Отлично
507	9	259	5	95	Отлично
508	9	260	5	96	Отлично
509	9	27	5	100	Отлично
510	9	261	6	35	Не атеестован
511	9	262	6	40	Не атеестован
512	9	263	6	30	Не атеестован
513	9	6	6	36	Не атеестован
514	9	264	6	40	Не атеестован
515	9	265	6	32	Не атеестован
516	10	1	1	91	Отлично
517	10	2	1	76	Хорошо
518	10	3	1	79	Зачтено
519	10	4	1	77	Хорошо
520	10	5	1	76	Хорошо
521	10	6	1	100	Зачтено
522	10	7	1	87	Зачтено
523	10	8	1	81	Хорошо
524	10	9	2	96	Отлично
525	10	10	2	91	Зачтено
526	10	11	2	75	Зачтено
527	10	12	2	76	Хорошо
528	10	13	2	77	Хорошо
529	10	14	2	75	Зачтено
530	10	15	2	68	Зачтено
531	10	6	2	100	Зачтено
532	10	16	2	91	Отлично
533	10	17	2	63	Зачтено
534	10	18	2	61	Удовлетворительно
535	10	19	2	78	Хорошо
536	10	20	3	76	Зачтено
537	10	21	3	81	Хорошо
538	10	22	3	100	Зачтено
539	10	6	3	91	Зачтено
540	10	23	3	81	Зачтено
541	10	24	3	76	Хорошо
542	10	25	3	80	Хорошо
543	10	26	3	77	Хорошо
544	10	27	3	98	Отлично
545	10	28	4	80	Зачтено
546	10	29	4	77	Хорошо
547	10	30	4	100	Зачтено
548	10	31	4	76	Зачтено
549	10	32	4	76	Зачтено
550	10	33	4	79	Хорошо
551	10	34	4	79	Хорошо
552	10	6	4	76	Зачтено
553	10	35	4	79	Хорошо
554	10	36	4	76	Хорошо
555	10	16	4	91	Отлично
556	10	37	4	77	Зачтено
557	10	38	5	92	Отлично
558	10	39	5	91	Отлично
559	10	40	5	88	Зачтено
560	10	41	5	61	Зачтено
561	10	6	5	90	Зачтено
562	10	42	5	91	Зачтено
563	10	43	5	100	Отлично
564	10	44	5	98	Зачтено
565	10	45	5	78	Хорошо
566	10	46	6	37	Не атеестован
567	10	47	6	40	Не атеестован
568	10	48	6	35	Не атеестован
569	10	49	6	29	Не атеестован
570	10	50	6	24	Не атеестован
571	10	51	6	37	Не атеестован
572	10	6	6	22	Не атеестован
573	10	52	6	25	Не атеестован
574	10	53	6	40	Не атеестован
575	11	266	1	96	Отлично
576	11	267	1	79	Хорошо
577	11	3	1	76	Зачтено
578	11	268	1	62	Удовлетворительно
579	11	6	1	95	Зачтено
580	11	239	1	79	Хорошо
581	11	17	1	80	Зачтено
582	11	269	1	76	Хорошо
583	11	1	2	94	Отлично
584	11	270	2	92	Отлично
585	11	271	2	86	Зачтено
586	11	11	2	64	Зачтено
587	11	12	2	76	Хорошо
588	11	272	2	91	Отлично
589	11	5	2	80	Зачтено
590	11	6	2	100	Зачтено
591	11	122	2	91	Отлично
592	11	23	2	84	Зачтено
593	11	16	2	94	Отлично
594	11	273	2	91	Отлично
595	11	21	3	78	Хорошо
596	11	4	3	91	Отлично
597	11	14	3	76	Зачтено
598	11	6	3	91	Зачтено
599	11	274	3	98	Отлично
600	11	275	3	84	Хорошо
601	11	276	3	76	Хорошо
602	11	125	3	87	Хорошо
603	11	277	4	98	Зачтено
604	11	278	4	86	Хорошо
605	11	279	4	95	Зачтено
606	11	280	4	83	Хорошо
607	11	6	4	85	Зачтено
608	11	281	4	91	Отлично
609	11	7	4	76	Зачтено
610	11	282	4	67	Зачтено
611	11	283	4	76	Зачтено
612	11	16	4	83	Хорошо
613	11	77	4	95	Отлично
614	11	284	4	76	Зачтено
615	11	80	5	62	Удовлетворительно
616	11	285	5	80	Хорошо
617	11	286	5	98	Зачтено
618	11	287	5	96	Зачтено
619	11	288	5	80	Хорошо
620	11	6	5	65	Зачтено
621	11	289	5	80	Хорошо
622	11	290	5	80	Зачтено
623	11	291	5	80	Хорошо
624	11	292	6	40	Не атеестован
625	11	6	6	30	Не атеестован
626	11	293	6	35	Не атеестован
627	11	294	6	15	Не атеестован
628	11	295	6	35	Не атеестован
629	11	296	6	40	Не атеестован
630	11	297	6	40	Не атеестован
631	12	3	1	77	Зачтено
632	12	12	1	93	Отлично
633	12	4	1	93	Отлично
634	12	268	1	91	Отлично
635	12	298	1	98	Отлично
636	12	299	1	93	Отлично
637	12	6	1	100	Зачтено
638	12	23	1	91	Зачтено
639	12	11	2	75	Зачтено
640	12	14	2	100	Зачтено
641	12	298	2	100	Отлично
642	12	5	2	100	Зачтено
643	12	6	2	100	Зачтено
644	12	300	2	92	Отлично
645	12	7	2	98	Зачтено
646	12	44	2	91	Отлично
647	12	301	2	91	Зачтено
648	12	16	2	100	Отлично
649	12	17	2	77	Зачтено
650	12	77	2	92	Отлично
651	12	125	2	92	Отлично
652	12	21	3	91	Отлично
653	12	92	3	100	Отлично
654	12	302	3	98	Зачтено
655	12	303	3	91	Зачтено
656	12	304	3	92	Зачтено
657	12	6	3	100	Зачтено
658	12	305	3	96	Зачтено
659	12	306	3	93	Отлично
660	12	307	3	100	Отлично
661	12	308	4	91	Отлично
662	12	309	4	100	Отлично
663	12	310	4	100	Зачтено
664	12	311	4	95	Отлично
665	12	312	4	86	Зачтено
666	12	6	4	100	Зачтено
667	12	313	4	93	Зачтено
668	12	314	4	93	Отлично
669	12	315	4	94	Зачтено
670	12	316	4	96	Отлично
671	12	16	4	100	Отлично
672	12	317	4	95	Отлично
673	12	318	5	94	Отлично
674	12	319	5	98	Зачтено
675	12	251	5	91	Зачтено
676	12	320	5	95	Отлично
677	12	6	5	100	Зачтено
678	12	122	5	100	Отлично
679	12	321	5	98	Отлично
680	12	322	5	99	Отлично
681	12	43	5	97	Отлично
682	12	1	6	40	Не атеестован
683	12	323	6	40	Не атеестован
684	12	324	6	40	Не атеестован
685	12	325	6	40	Не атеестован
686	12	326	6	40	Не атеестован
687	12	327	6	30	Не атеестован
688	12	6	6	30	Не атеестован
689	12	328	6	40	Не атеестован
690	12	329	6	40	Не атеестован
691	13	3	1	76	Зачтено
692	13	12	1	76	Хорошо
693	13	4	1	76	Хорошо
694	13	268	1	76	Хорошо
695	13	298	1	88	Хорошо
696	13	299	1	93	Отлично
697	13	6	1	80	Зачтено
698	13	23	1	80	Зачтено
699	13	11	2	70	Зачтено
700	13	14	2	93	Зачтено
701	13	298	2	96	Отлично
702	13	5	2	100	Зачтено
703	13	6	2	80	Зачтено
704	13	300	2	91	Отлично
705	13	7	2	96	Зачтено
706	13	44	2	64	Удовлетворительно
707	13	301	2	77	Зачтено
708	13	16	2	100	Отлично
709	13	17	2	73	Зачтено
710	13	77	2	81	Хорошо
711	13	125	2	78	Хорошо
712	13	21	3	91	Отлично
713	13	92	3	95	Отлично
714	13	302	3	92	Зачтено
715	13	303	3	87	Зачтено
716	13	304	3	100	Зачтено
717	13	6	3	100	Зачтено
718	13	305	3	71	Зачтено
719	13	306	3	91	Отлично
720	13	307	3	99	Отлично
721	13	308	4	92	Отлично
722	13	309	4	91	Отлично
723	13	310	4	95	Зачтено
724	13	311	4	91	Отлично
725	13	312	4	88	Зачтено
726	13	6	4	95	Зачтено
727	13	313	4	93	Зачтено
728	13	314	4	92	Отлично
729	13	315	4	82	Зачтено
730	13	316	4	96	Отлично
731	13	16	4	100	Отлично
732	13	317	4	76	Хорошо
733	13	318	5	88	Хорошо
734	13	319	5	91	Зачтено
735	13	251	5	91	Зачтено
736	13	320	5	91	Отлично
737	13	6	5	95	Зачтено
738	13	122	5	93	Отлично
739	13	321	5	91	Отлично
740	13	322	5	93	Отлично
741	13	43	5	100	Отлично
742	13	1	6	40	Не атеестован
743	13	323	6	40	Не атеестован
744	13	324	6	38	Не атеестован
745	13	325	6	32	Не атеестован
746	13	326	6	40	Не атеестован
747	13	327	6	35	Не атеестован
748	13	6	6	20	Не атеестован
749	13	328	6	40	Не атеестован
750	13	329	6	40	Не атеестован
751	14	3	1	76	Зачтено
752	14	168	1	97	Отлично
753	14	169	1	80	Хорошо
754	14	170	1	71	Зачтено
755	14	6	1	95	Зачтено
756	14	23	1	98	Зачтено
757	14	171	1	96	Отлично
758	14	172	1	76	Хорошо
759	14	77	1	91	Отлично
760	14	1	2	91	Отлично
761	14	11	2	80	Зачтено
762	14	12	2	85	Зачтено
763	14	168	2	91	Отлично
764	14	173	2	91	Отлично
765	14	6	2	93	Зачтено
766	14	174	2	94	Отлично
767	14	175	2	91	Зачтено
768	14	172	2	93	Отлично
769	14	16	2	76	Хорошо
770	14	125	2	91	Отлично
771	14	176	3	85	Хорошо
772	14	177	3	76	Зачтено
773	14	178	3	76	Хорошо
774	14	179	3	76	Хорошо
775	14	180	3	72	Зачтено
776	14	6	3	91	Зачтено
777	14	181	3	100	Отлично
778	14	26	3	61	Зачтено
779	14	182	3	95	Отлично
780	14	28	4	98	Отлично
781	14	176	4	80	Хорошо
782	14	180	4	77	Хорошо
783	14	183	4	91	Зачтено
784	14	184	4	98	Зачтено
785	14	330	4	70	Зачтено
786	14	331	4	68	Зачтено
787	14	6	4	85	Зачтено
788	14	185	4	61	Зачтено
789	14	7	4	78	Зачтено
790	14	26	4	77	Хорошо
791	14	166	4	97	Отлично
792	14	16	4	91	Отлично
793	14	17	4	73	Зачтено
794	14	186	4	85	Зачтено
795	14	187	5	95	Зачтено
796	14	188	5	91	Отлично
797	14	189	5	95	Отлично
798	14	190	5	91	Отлично
799	14	191	5	94	Отлично
800	14	6	5	80	Зачтено
801	14	192	5	76	Хорошо
802	14	193	5	91	Отлично
803	14	194	5	76	Зачтено
804	14	187	6	40	Не атеестован
805	14	188	6	28	Не атеестован
806	14	14	6	27	Не атеестован
807	14	195	6	27	Не атеестован
808	14	196	6	40	Не атеестован
809	14	197	6	25	Не атеестован
810	14	6	6	10	Не атеестован
811	14	332	6	40	Не атеестован
812	14	333	6	38	Не атеестован
813	14	192	6	12	Не атеестован
814	14	198	6	27	Не атеестован
815	15	91	1	76	Хорошо
816	15	3	1	80	Зачтено
817	15	92	1	98	Отлично
818	15	14	1	95	Зачтено
819	15	93	1	92	Отлично
820	15	6	1	91	Зачтено
821	15	7	1	95	Зачтено
822	15	23	1	92	Зачтено
823	15	8	1	81	Хорошо
824	15	1	2	99	Отлично
825	15	94	2	86	Хорошо
826	15	11	2	86	Зачтено
827	15	12	2	84	Хорошо
828	15	95	2	67	Зачтено
829	15	5	2	90	Зачтено
830	15	6	2	91	Зачтено
831	15	96	2	75	Зачтено
832	15	16	2	100	Отлично
833	15	17	2	100	Зачтено
834	15	97	2	61	Зачтено
835	15	100	2	91	Отлично
836	15	19	2	91	Отлично
837	15	98	3	74	Зачтено
838	15	21	3	92	Отлично
839	15	4	3	98	Отлично
840	15	334	3	100	Зачтено
841	15	111	3	97	Отлично
842	15	6	3	95	Зачтено
843	15	68	3	91	Отлично
844	15	101	3	95	Отлично
845	15	102	4	91	Отлично
846	15	103	4	77	Хорошо
847	15	118	4	76	Хорошо
848	15	104	4	91	Зачтено
849	15	107	4	98	Отлично
850	15	6	4	95	Зачтено
851	15	108	4	93	Отлично
852	15	16	4	100	Отлично
853	15	335	4	65	Зачтено
854	15	336	4	71	Зачтено
855	15	18	4	94	Отлично
856	15	99	5	76	Зачтено
857	15	113	5	76	Зачтено
858	15	6	5	70	Зачтено
859	15	337	5	91	Отлично
860	15	24	5	92	Отлично
861	15	114	5	69	Зачтено
862	15	45	5	94	Отлично
863	15	115	6	26	Не атеестован
864	15	39	6	37	Не атеестован
865	15	116	6	32	Не атеестован
866	15	117	6	30	Не атеестован
867	15	105	6	33	Не атеестован
868	15	6	6	20	Не атеестован
869	15	77	6	33	Не атеестован
870	15	119	6	0	Не атеестован
871	16	3	1	61	Зачтено
872	16	168	1	61	Удовлетворительно
873	16	169	1	61	Удовлетворительно
